region_level,region_sido,region_sigungu,candidate_no,candidate_name,party,votes,vote_share_pct,electorate,voted,turnout_pct
sigungu,전라남도,강진군,2,김문수,국민의힘,2278,9.4241,28924,24388,84.3175
sigungu,전라남도,강진군,4,이준석,개혁신당,849,3.5123,28924,24388,84.3175
sigungu,전라남도,강진군,5,권영국,민주노동당,182,0.7529,28924,24388,84.3175
sigungu,전라남도,고흥군,1,이재명,더불어민주당,40708,87.7895,55564,46747,84.1318
sigungu,전라남도,고흥군,2,김문수,국민의힘,3968,8.5573,55564,46747,84.1318
sigungu,전라남도,고흥군,4,이준석,개혁신당,1304,2.8122,55564,46747,84.1318
sigungu,전라남도,고흥군,5,권영국,민주노동당,266,0.5736,55564,46747,84.1318
sigungu,전라남도,곡성군,1,이재명,더불어민주당,17677,86.4063,24642,20660,83.8406
sigungu,전라남도,곡성군,2,김문수,국민의힘,1806,8.8278,24642,20660,83.8406
sigungu,전라남도,곡성군,4,이준석,개혁신당,724,3.539,24642,20660,83.8406
sigungu,전라남도,곡성군,5,권영국,민주노동당,195,0.9532,24642,20660,83.8406
sigungu,전라남도,광양시,1,이재명,더불어민주당,86658,80.4131,131128,108351,82.6299
sigungu,전라남도,광양시,2,김문수,국민의힘,12945,12.0121,131128,108351,82.6299
sigungu,전라남도,광양시,4,이준석,개혁신당,7220,6.6997,131128,108351,82.6299
sigungu,전라남도,광양시,5,권영국,민주노동당,825,0.7655,131128,108351,82.6299
sigungu,전라남도,구례군,1,이재명,더불어민주당,16019,85.7227,21975,18821,85.6473
sigungu,전라남도,구례군,2,김문수,국민의힘,1879,10.0551,21975,18821,85.6473
sigungu,전라남도,구례군,4,이준석,개혁신당,627,3.3553,21975,18821,85.6473
sigungu,전라남도,구례군,5,권영국,민주노동당,130,0.6957,21975,18821,85.6473
sigungu,전라남도,나주시,1,이재명,더불어민주당,71784,85.702,99973,84341,84.3638
sigungu,전라남도,나주시,2,김문수,국민의힘,6806,8.1256,99973,84341,84.3638
sigungu,전라남도,나주시,4,이준석,개혁신당,4371,5.2185,99973,84341,84.3638
sigungu,전라남도,나주시,5,권영국,민주노동당,676,0.8071,99973,84341,84.3638
sigungu,전라남도,담양군,1,이재명,더불어민주당,29833,88.0887,40385,34045,84.3011
sigungu,전라남도,담양군,2,김문수,국민의힘,2456,7.2519,40385,34045,84.3011
sigungu,전라남도,담양군,4,이준석,개혁신당,1276,3.7677,40385,34045,84.3011
sigungu,전라남도,담양군,5,권영국,민주노동당,224,0.6614,40385,34045,84.3011
sigungu,전라남도,목포시,1,이재명,더불어민주당,125013,86.8152,177671,144796,81.4967
sigungu,전라남도,목포시,2,김문수,국민의힘,11226,7.7959,177671,144796,81.4967
sigungu,전라남도,목포시,4,이준석,개혁신당,6461,4.4868,177671,144796,81.4967
sigungu,전라남도,목포시,5,권영국,민주노동당,1146,0.7958,177671,144796,81.4967
sigungu,전라남도,무안군,1,이재명,더불어민주당,56222,85.8915,77728,65905,84.7893
sigungu,전라남도,무안군,2,김문수,국민의힘,5103,7.796,77728,65905,84.7893
sigungu,전라남도,무안군,4,이준석,개혁신당,3479,5.3149,77728,65905,84.7893
sigungu,전라남도,무안군,5,권영국,민주노동당,551,0.8418,77728,65905,84.7893
sigungu,전라남도,보성군,1,이재명,더불어민주당,24790,87.4982,34072,28551,83.7961
sigungu,전라남도,보성군,2,김문수,국민의힘,2415,8.5239,34072,28551,83.7961
sigungu,전라남도,보성군,4,이준석,개혁신당,864,3.0496,34072,28551,83.7961
sigungu,전라남도,보성군,5,권영국,민주노동당,198,0.6989,34072,28551,83.7961
sigungu,전라남도,순천시,1,이재명,더불어민주당,165671,84.2402,234321,197762,84.3979
sigungu,전라남도,순천시,2,김문수,국민의힘,17828,9.0652,234321,197762,84.3979
sigungu,전라남도,순천시,4,이준석,개혁신당,11461,5.8277,234321,197762,84.3979
sigungu,전라남도,순천시,5,권영국,민주노동당,1486,0.7556,234321,197762,84.3979
sigungu,전라남도,신안군,1,이재명,더불어민주당,26430,88.733,35832,30041,83.8385
sigungu,전라남도,신안군,2,김문수,국민의힘,2208,7.4129,35832,30041,83.8385
sigungu,전라남도,신안군,4,이준석,개혁신당,887,2.9779,35832,30041,83.8385
sigungu,전라남도,신안군,5,권영국,민주노동당,192,0.6446,35832,30041,83.8385
sigungu,전라남도,여수시,1,이재명,더불어민주당,162538,85.2457,231349,191764,82.8895
sigungu,전라남도,여수시,2,김문수,국민의힘,16736,8.7775,231349,191764,82.8895
sigungu,전라남도,여수시,4,이준석,개혁신당,9896,5.1901,231349,191764,82.8895
sigungu,전라남도,여수시,5,권영국,민주노동당,1286,0.6745,231349,191764,82.8895
sigungu,전라남도,영광군,1,이재명,더불어민주당,32618,85.9726,46202,38202,82.6847
sigungu,전라남도,영광군,2,김문수,국민의힘,3172,8.3606,46202,38202,82.6847
sigungu,전라남도,영광군,4,이준석,개혁신당,1823,4.805,46202,38202,82.6847
sigungu,전라남도,영광군,5,권영국,민주노동당,216,0.5693,46202,38202,82.6847
sigungu,전라남도,영암군,1,이재명,더불어민주당,32195,86.8562,45634,37337,81.8184
sigungu,전라남도,영암군,2,김문수,국민의힘,3006,8.1096,45634,37337,81.8184
sigungu,전라남도,영암군,4,이준석,개혁신당,1466,3.955,45634,37337,81.8184
sigungu,전라남도,영암군,5,권영국,민주노동당,330,0.8903,45634,37337,81.8184
sigungu,전라남도,완도군,1,이재명,더불어민주당,30888,89.9057,40521,34654,85.5211
sigungu,전라남도,완도군,2,김문수,국민의힘,2152,6.2638,40521,34654,85.5211
sigungu,전라남도,완도군,4,이준석,개혁신당,1058,3.0795,40521,34654,85.5211
sigungu,전라남도,완도군,5,권영국,민주노동당,172,0.5006,40521,34654,85.5211
sigungu,전라남도,장성군,1,이재명,더불어민주당,27774,86.6692,38328,32243,84.1239
sigungu,전라남도,장성군,2,김문수,국민의힘,2678,8.3567,38328,32243,84.1239
sigungu,전라남도,장성군,4,이준석,개혁신당,1326,4.1378,38328,32243,84.1239
sigungu,전라남도,장성군,5,권영국,민주노동당,220,0.6865,38328,32243,84.1239
sigungu,전라남도,장흥군,1,이재명,더불어민주당,22956,88.0958,31153,26253,84.2712
sigungu,전라남도,장흥군,2,김문수,국민의힘,2021,7.7558,31153,26253,84.2712
sigungu,전라남도,장흥군,4,이준석,개혁신당,819,3.143,31153,26253,84.2712
sigungu,전라남도,장흥군,5,권영국,민주노동당,182,0.6984,31153,26253,84.2712
sigungu,전라남도,진도군,1,이재명,더불어민주당,18814,87.6088,25634,21675,84.5557
sigungu,전라남도,진도군,2,김문수,국민의힘,1702,7.9255,25634,21675,84.5557
sigungu,전라남도,진도군,4,이준석,개혁신당,780,3.6321,25634,21675,84.5557
sigungu,전라남도,진도군,5,권영국,민주노동당,122,0.5681,25634,21675,84.5557
sigungu,전라남도,함평군,1,이재명,더불어민주당,20528,89.1746,27478,23234,84.5549
sigungu,전라남도,함평군,2,김문수,국민의힘,1584,6.881,27478,23234,84.5549
sigungu,전라남도,함평군,4,이준석,개혁신당,713,3.0973,27478,23234,84.5549
sigungu,전라남도,함평군,5,권영국,민주노동당,125,0.543,27478,23234,84.5549
sigungu,전라남도,해남군,1,이재명,더불어민주당,42205,88.5358,56611,48054,84.8846
sigungu,전라남도,해남군,2,김문수,국민의힘,3496,7.3338,56611,48054,84.8846
sigungu,전라남도,해남군,4,이준석,개혁신당,1576,3.3061,56611,48054,84.8846
sigungu,전라남도,해남군,5,권영국,민주노동당,294,0.6167,56611,48054,84.8846
sigungu,전라남도,화순군,1,이재명,더불어민주당,39811,88.0346,54306,45541,83.86
sigungu,전라남도,화순군,2,김문수,국민의힘,3159,6.9855,54306,45541,83.86
sigungu,전라남도,화순군,4,이준석,개혁신당,1842,4.0732,54306,45541,83.86
sigungu,전라남도,화순군,5,권영국,민주노동당,334,0.7386,54306,45541,83.86
sigungu,전북특별자치도,고창군,1,이재명,더불어민주당,32692,86.2973,45723,38187,83.5181
sigungu,전북특별자치도,고창군,2,김문수,국민의힘,3515,9.2786,45723,38187,83.5181
sigungu,전북특별자치도,고창군,4,이준석,개혁신당,1324,3.495,45723,38187,83.5181
sigungu,전북특별자치도,고창군,5,권영국,민주노동당,246,0.6494,45723,38187,83.5181
sigungu,전북특별자치도,군산시,1,이재명,더불어민주당,145384,81.6998,221550,178956,80.7745
sigungu,전북특별자치도,군산시,2,김문수,국민의힘,21599,12.1377,221550,178956,80.7745
sigungu,전북특별자치도,군산시,4,이준석,개혁신당,9493,5.3347,221550,178956,80.7745
sigungu,전북특별자치도,군산시,5,권영국,민주노동당,1292,0.7261,221550,178956,80.7745
sigungu,전북특별자치도,김제시,1,이재명,더불어민주당,50871,85.1996,73203,60124,82.1332
sigungu,전북특별자치도,김제시,2,김문수,국민의힘,5885,9.8563,73203,60124,82.1332
sigungu,전북특별자치도,김제시,4,이준석,개혁신당,2454,4.11,73203,60124,82.1332
sigungu,전북특별자치도,김제시,5,권영국,민주노동당,387,0.6482,73203,60124,82.1332
sigungu,전북특별자치도,남원시,1,이재명,더불어민주당,47213,85.7203,66857,55525,83.0504
sigungu,전북특별자치도,남원시,2,김문수,국민의힘,5125,9.305,66857,55525,83.0504
sigungu,전북특별자치도,남원시,4,이준석,개혁신당,2193,3.9816,66857,55525,83.0504
sigungu,전북특별자치도,남원시,5,권영국,민주노동당,447,0.8116,66857,55525,83.0504
sigungu,전북특별자치도,무주군,1,이재명,더불어민주당,13395,77.7062,20899,17383,83.1762
sigungu,전북특별자치도,무주군,2,김문수,국민의힘,2876,16.6841,20899,17383,83.1762
sigungu,전북특별자치도,무주군,4,이준석,개혁신당,785,4.5539,20899,17383,83.1762
sigungu,전북특별자치도,무주군,5,권영국,민주노동당,135,0.7832,20899,17383,83.1762
sigungu,전북특별자치도,부안군,1,이재명,더불어민주당,30183,85.6839,43387,35432,81.665
sigungu,전북특별자치도,부안군,2,김문수,국민의힘,3535,10.0352,43387,35432,81.665
sigungu,전북특별자치도,부안군,4,이준석,개혁신당,1239,3.5173,43387,35432,81.665
sigungu,전북특별자치도,부안군,5,권영국,민주노동당,203,0.5763,43387,35432,81.665
sigungu,전북특별자치도,순창군,1,이재명,더불어민주당,17922,86.3794,24184,20930,86.5448
sigungu,전북특별자치도,순창군,2,김문수,국민의힘,1884,9.0804,24184,20930,86.5448
sigungu,전북특별자치도,순창군,4,이준석,개혁신당,750,3.6148,24184,20930,86.5448
sigungu,전북특별자치도,순창군,5,권영국,민주노동당,157,0.7567,24184,20930,86.5448
sigungu,전북특별자치도,완주군,1,이재명,더불어민주당,59889,83.0984,86947,72595,83.4934
sigungu,전북특별자치도,완주군,2,김문수,국민의힘,7592,10.5342,86947,72595,83.4934
sigungu,전북특별자치도,완주군,4,이준석,개혁신당,3783,5.2491,86947,72595,83.4934
sigungu,전북특별자치도,완주군,5,권영국,민주노동당,701,0.9727,86947,72595,83.4934
sigungu,전북특별자치도,익산시,1,이재명,더불어민주당,156006,82.2283,234688,191022,81.394
sigungu,전북특별자치도,익산시,2,김문수,국민의힘,21426,11.2933,234688,191022,81.394
sigungu,전북특별자치도,익산시,4,이준석,개혁신당,10657,5.6171,234688,191022,81.394
sigungu,전북특별자치도,익산시,5,권영국,민주노동당,1414,0.7453,234688,191022,81.394
sigungu,전북특별자치도,임실군,1,이재명,더불어민주당,16678,85.9824,23342,19553,83.7675
sigungu,전북특별자치도,임실군,2,김문수,국민의힘,1849,9.5324,23342,19553,83.7675
sigungu,전북특별자치도,임실군,4,이준석,개혁신당,686,3.5366,23342,19553,83.7675
sigungu,전북특별자치도,임실군,5,권영국,민주노동당,138,0.7115,23342,19553,83.7675
sigungu,전북특별자치도,장수군,1,이재명,더불어민주당,13085,84.4793,18588,15605,83.952
sigungu,전북특별자치도,장수군,2,김문수,국민의힘,1661,10.7237,18588,15605,83.952
sigungu,전북특별자치도,장수군,4,이준석,개혁신당,567,3.6607,18588,15605,83.952
sigungu,전북특별자치도,장수군,5,권영국,민주노동당,138,0.891,18588,15605,83.952
sigungu,전북특별자치도,전주시덕진구,1,이재명,더불어민주당,176031,80.9662,261733,218707,83.5611
sigungu,전북특별자치도,전주시덕진구,2,김문수,국민의힘,23805,10.9492,261733,218707,83.5611
sigungu,전북특별자치도,전주시덕진구,4,이준석,개혁신당,15268,7.0226,261733,218707,83.5611
sigungu,전북특별자치도,전주시덕진구,5,권영국,민주노동당,2091,0.9618,261733,218707,83.5611
sigungu,전북특별자치도,전주시완산구,1,이재명,더불어민주당,185225,81.2615,277170,229260,82.7146
sigungu,전북특별자치도,전주시완산구,2,김문수,국민의힘,25513,11.193,277170,229260,82.7146
sigungu,전북특별자치도,전주시완산구,4,이준석,개혁신당,14887,6.5312,277170,229260,82.7146
sigungu,전북특별자치도,전주시완산구,5,권영국,민주노동당,2035,0.8928,277170,229260,82.7146
sigungu,전북특별자치도,정읍시,1,이재명,더불어민주당,63097,85.8357,90401,74050,81.9128
sigungu,전북특별자치도,정읍시,2,김문수,국민의힘,6624,9.0111,90401,74050,81.9128
sigungu,전북특별자치도,정읍시,4,이준석,개혁신당,3133,4.2621,90401,74050,81.9128
sigungu,전북특별자치도,정읍시,5,권영국,민주노동당,531,0.7224,90401,74050,81.9128
sigungu,전북특별자치도,진안군,1,이재명,더불어민주당,15601,83.6919,22236,18770,84.4127
sigungu,전북특별자치도,진안군,2,김문수,국민의힘,2107,11.303,22236,18770,84.4127
sigungu,전북특별자치도,진안군,4,이준석,개혁신당,742,3.9805,22236,18770,84.4127
sigungu,전북특별자치도,진안군,5,권영국,민주노동당,146,0.7832,22236,18770,84.4127
sigungu,제주특별자치도,서귀포시,1,이재명,더불어민주당,59610,52.3943,155343,114891,73.9596
sigungu,제주특별자치도,서귀포시,2,김문수,국민의힘,43066,37.8529,155343,114891,73.9596
sigungu,제주특별자치도,서귀포시,4,이준석,개혁신당,9387,8.2507,155343,114891,73.9596
sigungu,제주특별자치도,서귀포시,5,권영국,민주노동당,1565,1.3756,155343,114891,73.9596
sigungu,제주특별자치도,제주시,1,이재명,더불어민주당,169119,55.6541,409912,306685,74.8173
sigungu,제주특별자치도,제주시,2,김문수,국민의힘,102224,33.6401,409912,306685,74.8173
sigungu,제주특별자치도,제주시,4,이준석,개혁신당,27522,9.057,409912,306685,74.8173
sigungu,제주특별자치도,제주시,5,권영국,민주노동당,4626,1.5223,409912,306685,74.8173
sigungu,충청남도,계룡시,1,이재명,더불어민주당,14410,46.7311,37839,31069,82.1084
sigungu,충청남도,계룡시,2,김문수,국민의힘,13332,43.2352,37839,31069,82.1084
sigungu,충청남도,계룡시,4,이준석,개혁신당,2810,9.1127,37839,31069,82.1084
sigungu,충청남도,계룡시,5,권영국,민주노동당,258,0.8367,37839,31069,82.1084
sigungu,충청남도,공주시,1,이재명,더불어민주당,31344,45.0584,91037,70133,77.0379
sigungu,충청남도,공주시,2,김문수,국민의힘,32935,47.3456,91037,70133,77.0379
sigungu,충청남도,공주시,4,이준석,개혁신당,4688,6.7392,91037,70133,77.0379
sigungu,충청남도,공주시,5,권영국,민주노동당,510,0.7331,91037,70133,77.0379
sigungu,충청남도,금산군,1,이재명,더불어민주당,15073,44.7058,44528,33981,76.3138
sigungu,충청남도,금산군,2,김문수,국민의힘,16504,48.9501,44528,33981,76.3138
sigungu,충청남도,금산군,4,이준석,개혁신당,1867,5.5374,44528,33981,76.3138
sigungu,충청남도,금산군,5,권영국,민주노동당,227,0.6733,44528,33981,76.3138
sigungu,충청남도,논산시,1,이재명,더불어민주당,34802,48.6585,95971,72078,75.1039
sigungu,충청남도,논산시,2,김문수,국민의힘,31519,44.0683,95971,72078,75.1039
sigungu,충청남도,논산시,4,이준석,개혁신당,4517,6.3155,95971,72078,75.1039
sigungu,충청남도,논산시,5,권영국,민주노동당,599,0.8375,95971,72078,75.1039
sigungu,충청남도,당진시,1,이재명,더불어민주당,54989,50.5697,146196,109473,74.881
sigungu,충청남도,당진시,2,김문수,국민의힘,45028,41.4092,146196,109473,74.881
sigungu,충청남도,당진시,4,이준석,개혁신당,7605,6.9938,146196,109473,74.881
sigungu,충청남도,당진시,5,권영국,민주노동당,994,0.9141,146196,109473,74.881
sigungu,충청남도,보령시,1,이재명,더불어민주당,27091,42.7013,82897,63959,77.1548
sigungu,충청남도,보령시,2,김문수,국민의힘,31871,50.2356,82897,63959,77.1548
sigungu,충청남도,보령시,4,이준석,개혁신당,3942,6.2135,82897,63959,77.1548
sigungu,충청남도,보령시,5,권영국,민주노동당,465,0.7329,82897,63959,77.1548
sigungu,충청남도,부여군,1,이재명,더불어민주당,17181,41.5181,54218,41724,76.956
sigungu,충청남도,부여군,2,김문수,국민의힘,21621,52.2474,54218,41724,76.956
sigungu,충청남도,부여군,4,이준석,개혁신당,2246,5.4275,54218,41724,76.956
sigungu,충청남도,부여군,5,권영국,민주노동당,300,0.725,54218,41724,76.956
sigungu,충청남도,서산시,1,이재명,더불어민주당,53345,48.1179,148454,111724,75.2583
sigungu,충청남도,서산시,2,김문수,국민의힘,47476,42.824,148454,111724,75.2583
sigungu,충청남도,서산시,4,이준석,개혁신당,8859,7.9909,148454,111724,75.2583
sigungu,충청남도,서산시,5,권영국,민주노동당,1046,0.9435,148454,111724,75.2583
sigungu,충청남도,서천군,1,이재명,더불어민주당,15339,46.167,44051,33500,76.0482
sigungu,충청남도,서천군,2,김문수,국민의힘,15893,47.8345,44051,33500,76.0482
sigungu,충청남도,서천군,4,이준석,개혁신당,1701,5.1196,44051,33500,76.0482
sigungu,충청남도,서천군,5,권영국,민주노동당,238,0.7163,44051,33500,76.0482
sigungu,충청남도,아산시,1,이재명,더불어민주당,113159,51.0682,294314,223210,75.8408
sigungu,충청남도,아산시,2,김문수,국민의힘,85540,38.6039,294314,223210,75.8408
sigungu,충청남도,아산시,4,이준석,개혁신당,20368,9.192,294314,223210,75.8408
sigungu,충청남도,아산시,5,권영국,민주노동당,2330,1.0515,294314,223210,75.8408
sigungu,충청남도,예산군,1,이재명,더불어민주당,20135,37.6848,71055,53841,75.7737
sigungu,충청남도,예산군,2,김문수,국민의힘,29469,55.1544,71055,53841,75.7737
sigungu,충청남도,예산군,4,이준석,개혁신당,3355,6.2792,71055,53841,75.7737
sigungu,충청남도,예산군,5,권영국,민주노동당,413,0.773,71055,53841,75.7737
sigungu,충청남도,천안시동남구,1,이재명,더불어민주당,82181,48.362,225516,171143,75.8895
sigungu,충청남도,천안시동남구,2,김문수,국민의힘,71043,41.8075,225516,171143,75.8895
sigungu,충청남도,천안시동남구,4,이준석,개혁신당,14806,8.7131,225516,171143,75.8895
sigungu,충청남도,천안시동남구,5,권영국,민주노동당,1703,1.0022,225516,171143,75.8895
sigungu,충청남도,천안시서북구,1,이재명,더불어민주당,126874,50.4491,335343,253456,75.5811
sigungu,충청남도,천안시서북구,2,김문수,국민의힘,95629,38.0251,335343,253456,75.5811
sigungu,충청남도,천안시서북구,4,이준석,개혁신당,26081,10.3706,335343,253456,75.5811
sigungu,충청남도,천안시서북구,5,권영국,민주노동당,2651,1.0541,335343,253456,75.5811
sigungu,충청남도,청양군,1,이재명,더불어민주당,8088,39.0027,27165,20925,77.0293
sigungu,충청남도,청양군,2,김문수,국민의힘,11213,54.0724,27165,20925,77.0293
sigungu,충청남도,청양군,4,이준석,개혁신당,1254,6.0472,27165,20925,77.0293
sigungu,충청남도,청양군,5,권영국,민주노동당,150,0.7233,27165,20925,77.0293
sigungu,충청남도,태안군,1,이재명,더불어민주당,17816,43.1882,54627,41577,76.1107
sigungu,충청남도,태안군,2,김문수,국민의힘,20762,50.3297,54627,41577,76.1107
sigungu,충청남도,태안군,4,이준석,개혁신당,2318,5.6191,54627,41577,76.1107
sigungu,충청남도,태안군,5,권영국,민주노동당,310,0.7515,54627,41577,76.1107
sigungu,충청남도,홍성군,1,이재명,더불어민주당,29489,45.2167,86128,65728,76.3143
sigungu,충청남도,홍성군,2,김문수,국민의힘,30273,46.4189,86128,65728,76.3143
sigungu,충청남도,홍성군,4,이준석,개혁신당,4675,7.1684,86128,65728,76.3143
sigungu,충청남도,홍성군,5,권영국,민주노동당,699,1.0718,86128,65728,76.3143
sigungu,충청북도,괴산군,1,이재명,더불어민주당,10858,41.0371,33528,26680,79.5753
sigungu,충청북도,괴산군,2,김문수,국민의힘,14080,53.2144,33528,26680,79.5753
sigungu,충청북도,괴산군,4,이준석,개혁신당,1252,4.7318,33528,26680,79.5753
sigungu,충청북도,괴산군,5,권영국,민주노동당,240,0.9071,33528,26680,79.5753
sigungu,충청북도,단양군,1,이재명,더불어민주당,7645,38.7206,25010,19901,79.5722
sigungu,충청북도,단양군,2,김문수,국민의힘,10874,55.075,25010,19901,79.5722
sigungu,충청북도,단양군,4,이준석,개혁신당,1080,5.47,25010,19901,79.5722
sigungu,충청북도,단양군,5,권영국,민주노동당,123,0.623,25010,19901,79.5722
sigungu,충청북도,보은군,1,이재명,더불어민주당,9194,42.0163,27900,22071,79.1075
sigungu,충청북도,보은군,2,김문수,국민의힘,11344,51.8417,27900,22071,79.1075
sigungu,충청북도,보은군,4,이준석,개혁신당,1124,5.1366,27900,22071,79.1075
sigungu,충청북도,보은군,5,권영국,민주노동당,186,0.85,27900,22071,79.1075
sigungu,충청북도,영동군,1,이재명,더불어민주당,12321,40.3161,39554,30824,77.9289
sigungu,충청북도,영동군,2,김문수,국민의힘,16217,53.0644,39554,30824,77.9289
sigungu,충청북도,영동군,4,이준석,개혁신당,1730,5.6608,39554,30824,77.9289
sigungu,충청북도,영동군,5,권영국,민주노동당,261,0.854,39554,30824,77.9289
sigungu,충청북도,옥천군,1,이재명,더불어민주당,15013,44.029,43863,34403,78.4328
sigungu,충청북도,옥천군,2,김문수,국민의힘,16673,48.8973,43863,34403,78.4328
sigungu,충청북도,옥천군,4,이준석,개혁신당,2045,5.9974,43863,34403,78.4328
sigungu,충청북도,옥천군,5,권영국,민주노동당,310,0.9091,43863,34403,78.4328
sigungu,충청북도,음성군,1,이재명,더불어민주당,29604,48.9638,81862,60942,74.4448
sigungu,충청북도,음성군,2,김문수,국민의힘,26136,43.2279,81862,60942,74.4448
sigungu,충청북도,음성군,4,이준석,개혁신당,4132,6.8342,81862,60942,74.4448
sigungu,충청북도,음성군,5,권영국,민주노동당,514,0.8501,81862,60942,74.4448
sigungu,충청북도,제천시,1,이재명,더불어민주당,39127,44.3964,113975,88820,77.9294
sigungu,충청북도,제천시,2,김문수,국민의힘,42170,47.8492,113975,88820,77.9294
sigungu,충청북도,제천시,4,이준석,개혁신당,5997,6.8046,113975,88820,77.9294
sigungu,충청북도,제천시,5,권영국,민주노동당,734,0.8329,113975,88820,77.9294
sigungu,충청북도,증평군,1,이재명,더불어민주당,11385,47.8522,31928,23995,75.1535
sigungu,충청북도,증평군,2,김문수,국민의힘,10290,43.2498,31928,23995,75.1535
sigungu,충청북도,증평군,4,이준석,개혁신당,1854,7.7925,31928,23995,75.1535
sigungu,충청북도,증평군,5,권영국,민주노동당,222,0.9331,31928,23995,75.1535
sigungu,충청북도,진천군,1,이재명,더불어민주당,28558,52.3856,72896,54924,75.3457
sigungu,충청북도,진천군,2,김문수,국민의힘,21155,38.8058,72896,54924,75.3457
sigungu,충청북도,진천군,4,이준석,개혁신당,4205,7.7135,72896,54924,75.3457
sigungu,충청북도,진천군,5,권영국,민주노동당,516,0.9465,72896,54924,75.3457
sigungu,충청북도,청주시상당구,1,이재명,더불어민주당,63093,48.8275,167297,130134,77.7862
sigungu,충청북도,청주시상당구,2,김문수,국민의힘,53983,41.7773,167297,130134,77.7862
sigungu,충청북도,청주시상당구,4,이준석,개혁신당,10648,8.2405,167297,130134,77.7862
sigungu,충청북도,청주시상당구,5,권영국,민주노동당,1360,1.0525,167297,130134,77.7862
sigungu,충청북도,청주시서원구,1,이재명,더불어민주당,58100,47.381,158412,123534,77.9827
sigungu,충청북도,청주시서원구,2,김문수,국민의힘,51715,42.174,158412,123534,77.9827
sigungu,충청북도,청주시서원구,4,이준석,개혁신당,11315,9.2275,158412,123534,77.9827
sigungu,충청북도,청주시서원구,5,권영국,민주노동당,1363,1.1115,158412,123534,77.9827
sigungu,충청북도,청주시청원구,1,이재명,더불어민주당,61240,50.461,158716,122262,77.0319
sigungu,충청북도,청주시청원구,2,김문수,국민의힘,47301,38.9755,158716,122262,77.0319
sigungu,충청북도,청주시청원구,4,이준석,개혁신당,11453,9.4371,158716,122262,77.0319
sigungu,충청북도,청주시청원구,5,권영국,민주노동당,1223,1.0077,158716,122262,77.0319
sigungu,충청북도,청주시흥덕구,1,이재명,더불어민주당,91724,49.4947,242536,186815,77.0257
sigungu,충청북도,청주시흥덕구,2,김문수,국민의힘,72187,38.9524,242536,186815,77.0257
sigungu,충청북도,청주시흥덕구,4,이준석,개혁신당,19240,10.382,242536,186815,77.0257
sigungu,충청북도,청주시흥덕구,5,권영국,민주노동당,1959,1.0571,242536,186815,77.0257
sigungu,충청북도,충주시,1,이재명,더불어민주당,64128,46.0451,181665,140253,77.2042
sigungu,충청북도,충주시,2,김문수,국민의힘,62940,45.1921,181665,140253,77.2042
sigungu,충청북도,충주시,4,이준석,개혁신당,10909,7.8329,181665,140253,77.2042
sigungu,충청북도,충주시,5,권영국,민주노동당,1158,0.8315,181665,140253,77.2042
